id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
043f389a,22,Noah Allen,USA,DF,Inter Miami,20-093,2004,6.4,0,1,0,0.0,0.16,0.0,0.0,,10.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
78506575,23,Rasmus Alm,SWE,"FW,MF",St. Louis,28-348,1995,6.0,1,7,1,14.3,1.16,0.17,0.14,1.0,19.4,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,USA-Major League Soccer,24-25
27f33438,24,Thiago Almada,ARG,"MF,FW",Atlanta Utd,23-095,2001,15.5,6,52,18,34.6,3.36,1.16,0.08,0.22,22.3,7,2,2,5.7,4.1,0.08,0.3,-0.1,Matches,USA-Major League Soccer,24-25
e2e96950,25,Fernando Álvarez,COL,DF,CF Montréal,20-341,2003,16.7,1,4,1,25.0,0.24,0.06,0.25,1.0,13.2,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches,USA-Major League Soccer,24-25
2e8bd00c,26,Frankie Amaya,USA,MF,NY Red Bulls,23-308,2000,17.9,1,21,9,42.9,1.18,0.5,0.05,0.11,26.6,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches,USA-Major League Soccer,24-25
83b6e15d,27,Malte Amundsen,DEN,DF,Crew,26-170,1998,17.1,0,2,0,0.0,0.12,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
c76e16c1,28,Markus Anderson,USA,"MF,FW",Philadelphia,20-232,2003,1.1,0,2,0,0.0,1.86,0.0,0.0,,8.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
3a9911ce,29,Sebastian Anderson,USA,DF,Rapids,21-357,2002,4.6,0,1,0,0.0,0.22,0.0,0.0,,4.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
c8364e8e,30,José Andrés Martínez,VEN,MF,Philadelphia,29-358,1994,11.3,0,14,4,28.6,1.24,0.35,0.0,0.0,29.7,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
c7230a25,31,Tomas Ángel,COL,"FW,MF",LAFC,21-161,2003,0.6,1,4,1,25.0,7.06,1.76,0.25,1.0,13.5,0,0,0,1.4,1.4,0.35,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
55a5d959,32,Iván Angulo,COL,"FW,MF",Orlando City,25-130,1999,23.0,3,23,7,30.4,1.0,0.3,0.13,0.43,14.8,0,0,0,3.7,3.7,0.16,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
cffc5348,33,Eugene Ansah,GHA,"FW,MF",FC Dallas,29-227,1994,4.8,1,13,7,53.8,2.73,1.47,0.08,0.14,18.0,0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
6396308d,34,Conner Antley,USA,DF,D.C. United,29-130,1995,4.8,0,2,0,0.0,0.41,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
6a2381f7,35,Antony,BRA,"FW,MF",Portland Timbers,22-326,2001,15.4,4,27,10,37.0,1.75,0.65,0.15,0.4,18.0,0,0,0,3.2,3.2,0.12,0.8,0.8,Matches,USA-Major League Soccer,24-25
17b28ec7,36,Brian Anunga,CMR,MF,Nashville,27-355,1996,10.3,0,4,0,0.0,0.39,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
fea9401e,37,Cristian Arango,COL,"FW,MF",RSL,29-143,1995,20.6,17,95,35,36.8,4.61,1.7,0.16,0.43,18.0,2,2,2,13.2,11.6,0.12,3.8,3.4,Matches,USA-Major League Soccer,24-25
3ed214ff,38,César Araujo,URU,MF,Orlando City,23-119,2001,19.2,1,18,1,5.6,0.94,0.05,0.06,1.0,20.6,2,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
cd891b5b,39,Miguel Araujo,PER,DF,Portland Timbers,29-280,1994,11.8,0,5,1,20.0,0.42,0.08,0.0,0.0,11.1,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,USA-Major League Soccer,24-25
b1313ec4,40,Scott Arfield,CAN,"MF,FW",Charlotte,35-272,1988,4.2,0,7,2,28.6,1.65,0.47,0.0,0.0,18.4,1,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,USA-Major League Soccer,24-25
668f881e,41,Maximilian Arfsten,USA,DF,Crew,23-102,2001,14.3,3,30,11,36.7,2.1,0.77,0.1,0.27,16.2,2,0,0,2.5,2.5,0.08,0.5,0.5,Matches,USA-Major League Soccer,24-25
dbb2db3d,42,Allan Arigoni,SUI,DF,Fire,25-269,1998,21.3,1,14,4,28.6,0.66,0.19,0.07,0.25,18.2,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,USA-Major League Soccer,24-25
078b2c07,43,Daniel Armando Ríos,MEX,FW,Atlanta Utd,29-159,1995,10.9,6,29,15,51.7,2.65,1.37,0.21,0.4,13.9,0,0,1,4.8,4.0,0.14,1.2,2.0,Matches,USA-Major League Soccer,24-25
7f2b7640,44,Xavier Arreaga,ECU,DF,NE Revolution,29-306,1994,13.5,0,8,3,37.5,0.59,0.22,0.0,0.0,12.2,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches,USA-Major League Soccer,24-25
7f2b7640,45,Xavier Arreaga,ECU,DF,Seattle,29-306,1994,2.8,0,1,0,0.0,0.35,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
4f8a9f70,46,Kervin Arriaga,HON,"DF,MF",Minnesota Utd,26-207,1998,9.8,3,16,4,25.0,1.64,0.41,0.19,0.75,18.1,4,0,0,0.8,0.8,0.05,2.2,2.2,Matches,USA-Major League Soccer,24-25
1bb2acce,47,Paul Arriola,USA,"DF,MF",FC Dallas,29-176,1995,19.8,3,29,13,44.8,1.47,0.66,0.07,0.15,19.6,0,1,1,2.8,2.0,0.07,0.2,0.0,Matches,USA-Major League Soccer,24-25
ea6803c7,48,Artur,BRA,MF,Dynamo FC,28-141,1996,23.9,0,22,8,36.4,0.92,0.33,0.0,0.0,25.2,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,USA-Major League Soccer,24-25
a444689a,49,Yamil Asad,ARG,DF,FC Cincinnati,30-003,1994,5.4,2,13,7,53.8,2.43,1.31,0.15,0.29,17.9,0,0,0,0.9,0.9,0.07,1.1,1.1,Matches,USA-Major League Soccer,24-25
218d336c,50,Dairon Asprilla,COL,"FW,DF",Portland Timbers,32-066,1992,7.6,1,9,2,22.2,1.18,0.26,0.11,0.5,18.0,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches,USA-Major League Soccer,24-25
1f084637,51,Joshua Atencio,USA,MF,Seattle,22-181,2002,9.3,0,21,5,23.8,2.26,0.54,0.0,0.0,19.6,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches,USA-Major League Soccer,24-25
60990b81,52,Eduard Atuesta,COL,MF,LAFC,27-042,1997,20.8,2,28,9,32.1,1.34,0.43,0.07,0.22,20.7,4,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches,USA-Major League Soccer,24-25
4223d7bb,53,Julián Aude,ARG,DF,LA Galaxy,21-128,2003,18.0,1,12,2,16.7,0.67,0.11,0.08,0.5,21.0,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches,USA-Major League Soccer,24-25
f51b9ae1,54,Tomás Avilés,ARG,DF,Inter Miami,20-178,2004,19.0,0,7,2,28.6,0.37,0.11,0.0,0.0,16.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,USA-Major League Soccer,24-25
06dafc0e,55,David Ayala,ARG,MF,Portland Timbers,22-004,2002,10.0,0,8,1,12.5,0.8,0.1,0.0,0.0,25.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
fe0f4e7f,56,Hugo Bacharach,ESP,DF,Minnesota Utd,23-003,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
2d0d1442,57,Corey Baird,USA,"FW,MF",FC Cincinnati,28-182,1996,9.9,2,17,6,35.3,1.72,0.61,0.12,0.33,12.0,0,0,0,2.8,2.8,0.16,-0.8,-0.8,Matches,USA-Major League Soccer,24-25
dff24174,58,Esmir Bajraktarevic,USA,"FW,MF",NE Revolution,19-142,2005,16.1,2,29,13,44.8,1.8,0.81,0.07,0.15,18.0,0,0,0,1.4,1.4,0.05,0.6,0.6,Matches,USA-Major League Soccer,24-25
fdffba5d,59,Cody Baker,USA,"DF,MF",Seattle,20-205,2004,5.3,0,1,0,0.0,0.19,0.0,0.0,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,USA-Major League Soccer,24-25
816d7aec,60,Reed Baker-Whiting,USA,"DF,FW",Seattle,19-121,2005,5.9,0,4,1,25.0,0.67,0.17,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
8b379fcd,61,Monsef Bakrar,ALG,FW,NYCFC,23-199,2001,13.2,3,48,16,33.3,3.63,1.21,0.06,0.19,13.9,0,0,0,5.3,5.3,0.11,-2.3,-2.3,Matches,USA-Major League Soccer,24-25
894b41c5,62,Michael Baldisimo,PHI,MF,SJ Earthquakes,24-108,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
4abe30fa,63,Fidel Barajas,MEX,FW,RSL,18-116,2006,6.3,0,16,6,37.5,2.55,0.96,0.0,0.0,18.2,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches,USA-Major League Soccer,24-25
18a8e594,64,Tai Baribo,ISR,FW,Philadelphia,26-197,1998,7.0,6,21,9,42.9,2.98,1.28,0.29,0.67,10.7,0,0,0,4.9,4.9,0.24,1.1,1.1,Matches,USA-Major League Soccer,24-25
da4821de,65,Tom Barlow,USA,"FW,MF",Fire,29-022,1995,5.0,0,15,4,26.7,3.0,0.8,0.0,0.0,14.9,0,0,0,2.2,2.2,0.15,-2.2,-2.2,Matches,USA-Major League Soccer,24-25
c90615e6,66,Lucas Bartlett,USA,DF,D.C. United,27-004,1997,22.4,1,18,4,22.2,0.8,0.18,0.06,0.25,8.9,0,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches,USA-Major League Soccer,24-25
552898bd,67,Ethan Bartlow,USA,DF,Dynamo FC,24-179,2000,8.4,0,3,0,0.0,0.36,0.0,0.0,,13.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
2c8da8a1,68,Cole Bassett,USA,MF,Rapids,23-002,2001,25.8,9,62,20,32.3,2.4,0.77,0.13,0.4,17.2,4,1,1,6.0,5.0,0.08,3.0,3.0,Matches,USA-Major League Soccer,24-25
ced1d98f,69,Amine Bassi,FRA,MF,Dynamo FC,26-246,1997,20.0,2,45,14,31.1,2.25,0.7,0.04,0.14,21.5,1,0,0,4.6,4.6,0.1,-2.6,-2.6,Matches,USA-Major League Soccer,24-25
6297d826,70,Zorhan Bassong,CAN,"DF,MF",Sporting KC,25-084,1999,7.9,0,2,0,0.0,0.25,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,USA-Major League Soccer,24-25
733aa9ec,71,Josh Bauer,USA,DF,Nashville,26-008,1998,16.6,0,8,1,12.5,0.48,0.06,0.0,0.0,9.0,0,0,0,1.5,1.5,0.19,-1.5,-1.5,Matches,USA-Major League Soccer,24-25
3f1b018e,72,Tanner Beason,USA,DF,SJ Earthquakes,27-129,1997,13.8,0,6,1,16.7,0.43,0.07,0.0,0.0,11.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
fc2d3741,73,Gavin Beavers,USA,GK,RSL,19-092,2005,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
9a6f8dfd,74,Alejandro Bedoya,USA,MF,Philadelphia,37-092,1987,11.8,2,17,8,47.1,1.44,0.68,0.12,0.25,13.0,0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,USA-Major League Soccer,24-25
658a3134,75,Jon Bell,JAM,DF,Seattle,26-339,1997,4.9,1,2,1,50.0,0.41,0.21,0.5,1.0,10.3,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches,USA-Major League Soccer,24-25
9d4677d7,76,Matthew Bell,JAM,FW,RSL,21-338,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
bc307884,77,Ben Bender,USA,"MF,FW",Charlotte,23-145,2001,2.2,1,4,4,100.0,1.86,1.86,0.25,0.25,20.8,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,USA-Major League Soccer,24-25
ab070c55,78,Christian Benteke,BEL,FW,D.C. United,33-240,1990,20.2,16,67,31,46.3,3.31,1.53,0.21,0.45,11.3,0,2,2,13.2,11.6,0.18,2.8,2.4,Matches,USA-Major League Soccer,24-25
5ea43134,79,Nimfasha Berchimas,USA,"FW,MF",Charlotte,16-159,2008,0.3,0,1,1,100.0,3.91,3.91,0.0,0.0,22.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,USA-Major League Soccer,24-25
f33ee427,80,Sebastian Berhalter,USA,"MF,DF",Vancouver W'caps,23-074,2001,12.3,2,20,5,25.0,1.63,0.41,0.1,0.4,21.0,4,0,0,1.5,1.5,0.07,0.5,0.5,Matches,USA-Major League Soccer,24-25
ee93c1a9,81,Federico Bernardeschi,ITA,"DF,MF",Toronto FC,30-165,1994,22.4,8,79,29,36.7,3.52,1.29,0.1,0.28,20.8,4,0,3,6.9,4.4,0.06,1.1,3.6,Matches,USA-Major League Soccer,24-25
a5532e80,82,Miguel Berry,ESP,FW,LA Galaxy,26-318,1997,7.4,2,7,3,42.9,0.95,0.41,0.29,0.67,11.1,0,0,0,1.7,1.7,0.24,0.3,0.3,Matches,USA-Major League Soccer,24-25
35835637,83,Alessandro Biello,CAN,MF,CF Montréal,18-114,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
26637ac8,84,Steve Birnbaum,USA,DF,D.C. United,33-189,1991,3.8,0,2,0,0.0,0.52,0.0,0.0,,14.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
02c7236e,85,Guilherme Biro,BRA,DF,Austin,24-090,2000,17.4,2,12,3,25.0,0.69,0.17,0.17,0.67,17.3,1,0,0,0.9,0.9,0.08,1.1,1.1,Matches,USA-Major League Soccer,24-25
7f35d14e,86,Tristan Blackmon,USA,DF,Vancouver W'caps,27-353,1996,14.0,0,7,1,14.3,0.5,0.07,0.0,0.0,11.1,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
b3b21a11,87,Andre Blake,JAM,GK,Philadelphia,33-252,1990,5.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
5153d32e,88,Latif Blessing,GHA,"FW,MF",Dynamo FC,27-213,1996,8.1,5,12,6,50.0,1.47,0.74,0.42,0.83,11.9,0,0,0,3.8,3.8,0.31,1.2,1.2,Matches,USA-Major League Soccer,24-25
a79b9e17,89,Njabulo Blom,RSA,MF,St. Louis,24-232,1999,9.7,1,3,2,66.7,0.31,0.21,0.33,0.5,24.2,0,0,0,0.1,0.1,0.02,0.9,0.9,Matches,USA-Major League Soccer,24-25
25f77a5f,90,Emmanuel Boateng,GHA,FW,NE Revolution,30-195,1994,4.2,2,7,4,57.1,1.65,0.94,0.29,0.5,15.5,0,0,0,0.9,0.9,0.13,1.1,1.1,Matches,USA-Major League Soccer,24-25
a2c1d8c2,91,Mateusz Bogusz,POL,"FW,MF",LAFC,22-343,2001,22.4,13,66,32,48.5,2.94,1.43,0.2,0.41,19.1,4,0,0,7.0,7.0,0.11,6.0,6.0,Matches,USA-Major League Soccer,24-25
c2f23fc8,92,Moïse Bombito,CAN,DF,Rapids,24-122,2000,17.2,2,11,5,45.5,0.64,0.29,0.18,0.4,12.7,0,0,0,0.9,0.9,0.08,1.1,1.1,Matches,USA-Major League Soccer,24-25
aa28a396,93,Alex Bono,USA,GK,D.C. United,30-096,1994,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
d338191d,94,Shanyder Borgelin,HAI,"FW,MF",Inter Miami,22-285,2001,1.5,0,3,0,0.0,1.97,0.0,0.0,,11.4,0,0,0,0.6,0.6,0.2,-0.6,-0.6,Matches,USA-Major League Soccer,24-25
a72d14de,95,Dylan Borrero,COL,FW,NE Revolution,22-207,2002,5.6,0,18,7,38.9,3.23,1.25,0.0,0.0,21.1,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,USA-Major League Soccer,24-25
0b0cbe5b,96,Denis Bouanga,GAB,FW,LAFC,29-262,1994,23.8,16,113,34,30.1,4.75,1.43,0.08,0.26,19.1,4,7,7,17.5,12.0,0.11,-1.5,-3.0,Matches,USA-Major League Soccer,24-25
0672f944,97,Ousseni Bouda,BFA,"FW,DF",SJ Earthquakes,24-093,2000,0.9,0,4,0,0.0,4.29,0.0,0.0,,16.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
a025b8fb,98,Aaron Boupendza,GAB,"FW,MF",FC Cincinnati,27-358,1996,6.1,2,18,9,50.0,2.93,1.46,0.11,0.22,19.1,1,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
51029ad2,99,Giuseppe Bovalina,AUS,"DF,FW",Vancouver W'caps,19-262,2004,1.8,0,8,3,37.5,4.42,1.66,0.0,0.0,18.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
6bfa0d3a,100,Michael Boxall,NZL,DF,Minnesota Utd,35-347,1988,23.5,1,9,2,22.2,0.38,0.09,0.11,0.5,13.3,0,0,0,1.7,1.7,0.19,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
f4b1e26f,101,Tyler Boyd,USA,"FW,MF",Nashville,29-213,1994,12.6,2,17,8,47.1,1.35,0.64,0.12,0.25,18.3,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches,USA-Major League Soccer,24-25
a71768a2,102,Christopher Brady,USA,GK,Fire,20-149,2004,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
503da80e,103,Alejandro Bran,CRC,MF,Minnesota Utd,23-147,2001,4.8,1,8,2,25.0,1.67,0.42,0.13,0.5,25.8,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,USA-Major League Soccer,24-25
5619c5e8,104,Claudio Bravo,ARG,DF,Portland Timbers,27-139,1997,12.4,0,8,0,0.0,0.65,0.0,0.0,,21.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
fd594b15,105,David Brekalo,SVN,DF,Orlando City,25-240,1998,11.1,1,6,3,50.0,0.54,0.27,0.17,0.33,8.9,0,0,0,1.0,1.0,0.16,0.0,0.0,Matches,USA-Major League Soccer,24-25
f6f4f7f0,106,Luke Brennan,USA,FW,Atlanta Utd,19-157,2005,1.2,0,1,0,0.0,0.86,0.0,0.0,,4.7,0,0,0,0.3,0.3,0.3,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
52e7f812,107,Sebastian Breza,CAN,GK,CF Montréal,26-137,1998,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
83b115d4,108,Yannick Bright,ITA,MF,Inter Miami,22-331,2001,8.3,0,3,0,0.0,0.36,0.0,0.0,,21.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
33e46323,109,Andrew Brody,USA,DF,RSL,29-088,1995,20.2,0,4,1,25.0,0.2,0.05,0.0,0.0,14.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
bd4460b1,110,Brandt Bronico,USA,MF,Charlotte,29-040,1995,11.8,1,12,3,25.0,1.02,0.25,0.08,0.33,14.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
3d14c62e,111,Javain Brown,JAM,DF,Vancouver W'caps,25-143,1999,10.8,0,9,4,44.4,0.84,0.37,0.0,0.0,11.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
e947ee4a,112,Gastón Brugman,URU,MF,LA Galaxy,31-327,1992,9.5,0,17,4,23.5,1.79,0.42,0.0,0.0,24.7,3,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,USA-Major League Soccer,24-25
3235182a,113,Pavel Bucha,CZE,MF,FC Cincinnati,26-141,1998,24.5,4,34,9,26.5,1.39,0.37,0.12,0.44,20.9,0,0,0,2.2,2.2,0.06,1.8,1.8,Matches,USA-Major League Soccer,24-25
3d47c1ad,114,Noel Buck,ENG,"MF,FW",NE Revolution,19-116,2005,6.0,1,4,2,50.0,0.67,0.34,0.25,0.5,18.0,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches,USA-Major League Soccer,24-25
eab85789,115,Osman Bukari,GHA,FW,Austin,25-230,1998,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
